variable,date,Location,Value
etc_cum_deaths,2014-08-12,Kailahun,104
etc_new_discharges,2014-08-12,Kailahun,7
etc_cum_discharges,2014-08-12,Kailahun,134
cum_contacts,2014-08-12,Kailahun,
cum_completed_contacts,2014-08-12,Kailahun,
contacts_followed,2014-08-12,Kailahun,321
new_contacts,2014-08-12,Kailahun,321
contacts_healthy,2014-08-12,Kailahun,305
contacts_ill,2014-08-12,Kailahun,11
contacts_not_seen,2014-08-12,Kailahun,16
new_completed_contacts,2014-08-12,Kailahun,12
percent_seen,2014-08-12,Kailahun,98%
population,2014-08-12,Kambia,341690
new_noncase,2014-08-12,Kambia,0
new_suspected,2014-08-12,Kambia,0
new_probable,2014-08-12,Kambia,0
new_confirmed,2014-08-12,Kambia,0
cum_noncase,2014-08-12,Kambia,1
cum_suspected,2014-08-12,Kambia,0
cum_probable,2014-08-12,Kambia,0
cum_confirmed,2014-08-12,Kambia,1
death_suspected,2014-08-12,Kambia,0
death_probable,2014-08-12,Kambia,0
death_confirmed,2014-08-12,Kambia,0
cfr,2014-08-12,Kambia,0
etc_new_admission,2014-08-12,Kambia,
etc_currently_admitted,2014-08-12,Kambia,
etc_cum_admission,2014-08-12,Kambia,
etc_new_deaths,2014-08-12,Kambia,
etc_cum_deaths,2014-08-12,Kambia,
etc_new_discharges,2014-08-12,Kambia,
etc_cum_discharges,2014-08-12,Kambia,
cum_contacts,2014-08-12,Kambia,0
cum_completed_contacts,2014-08-12,Kambia,0
contacts_followed,2014-08-12,Kambia,0
new_contacts,2014-08-12,Kambia,0
contacts_healthy,2014-08-12,Kambia,0
contacts_ill,2014-08-12,Kambia,0
contacts_not_seen,2014-08-12,Kambia,0
new_completed_contacts,2014-08-12,Kambia,0
percent_seen,2014-08-12,Kambia,
population,2014-08-12,Kenema,653013
new_noncase,2014-08-12,Kenema,3
new_suspected,2014-08-12,Kenema,9
new_probable,2014-08-12,Kenema,0
new_confirmed,2014-08-12,Kenema,9
cum_noncase,2014-08-12,Kenema,269
cum_suspected,2014-08-12,Kenema,10
cum_probable,2014-08-12,Kenema,0
cum_confirmed,2014-08-12,Kenema,259
death_suspected,2014-08-12,Kenema,1
death_probable,2014-08-12,Kenema,0
death_confirmed,2014-08-12,Kenema,104
cfr,2014-08-12,Kenema,40.2
etc_new_admission,2014-08-12,Kenema,7
etc_currently_admitted,2014-08-12,Kenema,41
etc_cum_admission,2014-08-12,Kenema,303
etc_new_deaths,2014-08-12,Kenema,3
etc_cum_deaths,2014-08-12,Kenema,154
etc_new_discharges,2014-08-12,Kenema,2
etc_cum_discharges,2014-08-12,Kenema,59
cum_contacts,2014-08-12,Kenema,"1,356"
cum_completed_contacts,2014-08-12,Kenema,701
contacts_followed,2014-08-12,Kenema,497
new_contacts,2014-08-12,Kenema,73
contacts_healthy,2014-08-12,Kenema,427
contacts_ill,2014-08-12,Kenema,3
contacts_not_seen,2014-08-12,Kenema,64
new_completed_contacts,2014-08-12,Kenema,38
percent_seen,2014-08-12,Kenema,61%
population,2014-08-12,Kenema (IFRC),
new_noncase,2014-08-12,Kenema (IFRC),
new_suspected,2014-08-12,Kenema (IFRC),
new_probable,2014-08-12,Kenema (IFRC),
new_confirmed,2014-08-12,Kenema (IFRC),
cum_noncase,2014-08-12,Kenema (IFRC),
cum_suspected,2014-08-12,Kenema (IFRC),
cum_probable,2014-08-12,Kenema (IFRC),
cum_confirmed,2014-08-12,Kenema (IFRC),
death_suspected,2014-08-12,Kenema (IFRC),
death_probable,2014-08-12,Kenema (IFRC),
death_confirmed,2014-08-12,Kenema (IFRC),
cfr,2014-08-12,Kenema (IFRC),
etc_new_admission,2014-08-12,Kenema (IFRC),
etc_currently_admitted,2014-08-12,Kenema (IFRC),
etc_cum_admission,2014-08-12,Kenema (IFRC),
etc_new_deaths,2014-08-12,Kenema (IFRC),
etc_cum_deaths,2014-08-12,Kenema (IFRC),
etc_new_discharges,2014-08-12,Kenema (IFRC),
etc_cum_discharges,2014-08-12,Kenema (IFRC),
cum_contacts,2014-08-12,Kenema (IFRC),
cum_completed_contacts,2014-08-12,Kenema (IFRC),
contacts_followed,2014-08-12,Kenema (IFRC),
new_contacts,2014-08-12,Kenema (IFRC),
contacts_healthy,2014-08-12,Kenema (IFRC),
contacts_ill,2014-08-12,Kenema (IFRC),
contacts_not_seen,2014-08-12,Kenema (IFRC),
new_completed_contacts,2014-08-12,Kenema (IFRC),
percent_seen,2014-08-12,Kenema (IFRC),
population,2014-08-12,Koinadugu,335471
new_noncase,2014-08-12,Koinadugu,0
new_suspected,2014-08-12,Koinadugu,0
new_probable,2014-08-12,Koinadugu,0
new_confirmed,2014-08-12,Koinadugu,0
cum_noncase,2014-08-12,Koinadugu,15
cum_suspected,2014-08-12,Koinadugu,0
cum_probable,2014-08-12,Koinadugu,0
cum_confirmed,2014-08-12,Koinadugu,0
death_suspected,2014-08-12,Koinadugu,0
death_probable,2014-08-12,Koinadugu,0
death_confirmed,2014-08-12,Koinadugu,0
cfr,2014-08-12,Koinadugu,0
etc_new_admission,2014-08-12,Koinadugu,
etc_currently_admitted,2014-08-12,Koinadugu,
etc_cum_admission,2014-08-12,Koinadugu,
etc_new_deaths,2014-08-12,Koinadugu,
etc_cum_deaths,2014-08-12,Koinadugu,
etc_new_discharges,2014-08-12,Koinadugu,
etc_cum_discharges,2014-08-12,Koinadugu,
cum_contacts,2014-08-12,Koinadugu,0
cum_completed_contacts,2014-08-12,Koinadugu,0
contacts_followed,2014-08-12,Koinadugu,0
new_contacts,2014-08-12,Koinadugu,0
contacts_healthy,2014-08-12,Koinadugu,0
contacts_ill,2014-08-12,Koinadugu,0
contacts_not_seen,2014-08-12,Koinadugu,0
new_completed_contacts,2014-08-12,Koinadugu,0
percent_seen,2014-08-12,Koinadugu,
population,2014-08-12,Kono,325003
new_noncase,2014-08-12,Kono,0
new_suspected,2014-08-12,Kono,0
new_probable,2014-08-12,Kono,0
new_confirmed,2014-08-12,Kono,0
cum_noncase,2014-08-12,Kono,15
cum_suspected,2014-08-12,Kono,33
cum_probable,2014-08-12,Kono,1
cum_confirmed,2014-08-12,Kono,1
death_suspected,2014-08-12,Kono,0
death_probable,2014-08-12,Kono,0
death_confirmed,2014-08-12,Kono,0
cfr,2014-08-12,Kono,0
etc_new_admission,2014-08-12,Kono,
etc_currently_admitted,2014-08-12,Kono,
etc_cum_admission,2014-08-12,Kono,
etc_new_deaths,2014-08-12,Kono,
etc_cum_deaths,2014-08-12,Kono,
etc_new_discharges,2014-08-12,Kono,
etc_cum_discharges,2014-08-12,Kono,
cum_contacts,2014-08-12,Kono,38
cum_completed_contacts,2014-08-12,Kono,38
contacts_followed,2014-08-12,Kono,0
new_contacts,2014-08-12,Kono,0
contacts_healthy,2014-08-12,Kono,0
contacts_ill,2014-08-12,Kono,0
contacts_not_seen,2014-08-12,Kono,0
new_completed_contacts,2014-08-12,Kono,0
percent_seen,2014-08-12,Kono,
population,2014-08-12,Moyamba,278119
new_noncase,2014-08-12,Moyamba,0
new_suspected,2014-08-12,Moyamba,0
new_probable,2014-08-12,Moyamba,0
new_confirmed,2014-08-12,Moyamba,0
cum_noncase,2014-08-12,Moyamba,12
cum_suspected,2014-08-12,Moyamba,0
cum_probable,2014-08-12,Moyamba,0
cum_confirmed,2014-08-12,Moyamba,5
death_suspected,2014-08-12,Moyamba,0
death_probable,2014-08-12,Moyamba,0
death_confirmed,2014-08-12,Moyamba,3
cfr,2014-08-12,Moyamba,60
etc_new_admission,2014-08-12,Moyamba,
etc_currently_admitted,2014-08-12,Moyamba,
etc_cum_admission,2014-08-12,Moyamba,
etc_new_deaths,2014-08-12,Moyamba,
etc_cum_deaths,2014-08-12,Moyamba,
etc_new_discharges,2014-08-12,Moyamba,
etc_cum_discharges,2014-08-12,Moyamba,
cum_contacts,2014-08-12,Moyamba,73
cum_completed_contacts,2014-08-12,Moyamba,0
contacts_followed,2014-08-12,Moyamba,73
new_contacts,2014-08-12,Moyamba,0
contacts_healthy,2014-08-12,Moyamba,73
contacts_ill,2014-08-12,Moyamba,0
contacts_not_seen,2014-08-12,Moyamba,0
new_completed_contacts,2014-08-12,Moyamba,0
percent_seen,2014-08-12,Moyamba,100%
population,2014-08-12,National,6348350
new_noncase,2014-08-12,National,4
new_suspected,2014-08-12,National,10
new_probable,2014-08-12,National,1
new_confirmed,2014-08-12,National,11
cum_noncase,2014-08-12,National,657
cum_suspected,2014-08-12,National,46
cum_probable,2014-08-12,National,37
cum_confirmed,2014-08-12,National,717
death_suspected,2014-08-12,National,5
death_probable,2014-08-12,National,34
death_confirmed,2014-08-12,National,264
cfr,2014-08-12,National,36.8
etc_new_admission,2014-08-12,National,
etc_currently_admitted,2014-08-12,National,
etc_cum_admission,2014-08-12,National,
etc_new_deaths,2014-08-12,National,
etc_cum_deaths,2014-08-12,National,
etc_new_discharges,2014-08-12,National,
etc_cum_discharges,2014-08-12,National,
cum_contacts,2014-08-12,National,2838
cum_completed_contacts,2014-08-12,National,901
contacts_followed,2014-08-12,National,2255
new_contacts,2014-08-12,National,743
contacts_healthy,2014-08-12,National,1937
contacts_ill,2014-08-12,National,14
contacts_not_seen,2014-08-12,National,131
new_completed_contacts,2014-08-12,National,73
percent_seen,2014-08-12,National,87%
population,2014-08-12,Police training School,
new_noncase,2014-08-12,Police training School,
new_suspected,2014-08-12,Police training School,
new_probable,2014-08-12,Police training School,
new_confirmed,2014-08-12,Police training School,
cum_noncase,2014-08-12,Police training School,
cum_suspected,2014-08-12,Police training School,
cum_probable,2014-08-12,Police training School,
cum_confirmed,2014-08-12,Police training School,
death_suspected,2014-08-12,Police training School,
death_probable,2014-08-12,Police training School,
death_confirmed,2014-08-12,Police training School,
cfr,2014-08-12,Police training School,
etc_new_admission,2014-08-12,Police training School,
etc_currently_admitted,2014-08-12,Police training School,
etc_cum_admission,2014-08-12,Police training School,
etc_new_deaths,2014-08-12,Police training School,
etc_cum_deaths,2014-08-12,Police training School,
etc_new_discharges,2014-08-12,Police training School,
etc_cum_discharges,2014-08-12,Police training School,
cum_contacts,2014-08-12,Police training School,
cum_completed_contacts,2014-08-12,Police training School,
contacts_followed,2014-08-12,Police training School,
new_contacts,2014-08-12,Police training School,
contacts_healthy,2014-08-12,Police training School,
contacts_ill,2014-08-12,Police training School,
contacts_not_seen,2014-08-12,Police training School,
new_completed_contacts,2014-08-12,Police training School,
percent_seen,2014-08-12,Police training School,
population,2014-08-12,Police traning School,
new_noncase,2014-08-12,Police traning School,
new_suspected,2014-08-12,Police traning School,
new_probable,2014-08-12,Police traning School,
new_confirmed,2014-08-12,Police traning School,
cum_noncase,2014-08-12,Police traning School,
cum_suspected,2014-08-12,Police traning School,
cum_probable,2014-08-12,Police traning School,
cum_confirmed,2014-08-12,Police traning School,
death_suspected,2014-08-12,Police traning School,
death_probable,2014-08-12,Police traning School,
death_confirmed,2014-08-12,Police traning School,
cfr,2014-08-12,Police traning School,
etc_new_admission,2014-08-12,Police traning School,
etc_currently_admitted,2014-08-12,Police traning School,
etc_cum_admission,2014-08-12,Police traning School,
etc_new_deaths,2014-08-12,Police traning School,
etc_cum_deaths,2014-08-12,Police traning School,
etc_new_discharges,2014-08-12,Police traning School,
etc_cum_discharges,2014-08-12,Police traning School,
cum_contacts,2014-08-12,Police traning School,
cum_completed_contacts,2014-08-12,Police traning School,
contacts_followed,2014-08-12,Police traning School,
new_contacts,2014-08-12,Police traning School,
contacts_healthy,2014-08-12,Police traning School,
contacts_ill,2014-08-12,Police traning School,
contacts_not_seen,2014-08-12,Police traning School,
new_completed_contacts,2014-08-12,Police traning School,
percent_seen,2014-08-12,Police traning School,
population,2014-08-12,Port Loko,557978
new_noncase,2014-08-12,Port Loko,1
new_suspected,2014-08-12,Port Loko,0
new_probable,2014-08-12,Port Loko,0
new_confirmed,2014-08-12,Port Loko,2
cum_noncase,2014-08-12,Port Loko,7
cum_suspected,2014-08-12,Port Loko,0
cum_probable,2014-08-12,Port Loko,1
cum_confirmed,2014-08-12,Port Loko,24
death_suspected,2014-08-12,Port Loko,1
death_probable,2014-08-12,Port Loko,1
death_confirmed,2014-08-12,Port Loko,1
cfr,2014-08-12,Port Loko,4.2
etc_new_admission,2014-08-12,Port Loko,
etc_currently_admitted,2014-08-12,Port Loko,
etc_cum_admission,2014-08-12,Port Loko,
etc_new_deaths,2014-08-12,Port Loko,
etc_cum_deaths,2014-08-12,Port Loko,
etc_new_discharges,2014-08-12,Port Loko,
etc_cum_discharges,2014-08-12,Port Loko,
cum_contacts,2014-08-12,Port Loko,471
cum_completed_contacts,2014-08-12,Port Loko,7
contacts_followed,2014-08-12,Port Loko,466
new_contacts,2014-08-12,Port Loko,308
contacts_healthy,2014-08-12,Port Loko,443
contacts_ill,2014-08-12,Port Loko,0
contacts_not_seen,2014-08-12,Port Loko,28
new_completed_contacts,2014-08-12,Port Loko,0
percent_seen,2014-08-12,Port Loko,95%
population,2014-08-12,Pujehun,335574
new_noncase,2014-08-12,Pujehun,0
new_suspected,2014-08-12,Pujehun,0
new_probable,2014-08-12,Pujehun,0
new_confirmed,2014-08-12,Pujehun,0
cum_noncase,2014-08-12,Pujehun,2
cum_suspected,2014-08-12,Pujehun,0
cum_probable,2014-08-12,Pujehun,0
cum_confirmed,2014-08-12,Pujehun,3
death_suspected,2014-08-12,Pujehun,0
death_probable,2014-08-12,Pujehun,0
death_confirmed,2014-08-12,Pujehun,0
cfr,2014-08-12,Pujehun,0
etc_new_admission,2014-08-12,Pujehun,
etc_currently_admitted,2014-08-12,Pujehun,
etc_cum_admission,2014-08-12,Pujehun,
etc_new_deaths,2014-08-12,Pujehun,
etc_cum_deaths,2014-08-12,Pujehun,
etc_new_discharges,2014-08-12,Pujehun,
etc_cum_discharges,2014-08-12,Pujehun,
cum_contacts,2014-08-12,Pujehun,57
cum_completed_contacts,2014-08-12,Pujehun,10
contacts_followed,2014-08-12,Pujehun,47
new_contacts,2014-08-12,Pujehun,0
contacts_healthy,2014-08-12,Pujehun,47
contacts_ill,2014-08-12,Pujehun,0
contacts_not_seen,2014-08-12,Pujehun,0
new_completed_contacts,2014-08-12,Pujehun,1
percent_seen,2014-08-12,Pujehun,100%
population,2014-08-12,Tonkolili,434937
new_noncase,2014-08-12,Tonkolili,0
new_suspected,2014-08-12,Tonkolili,0
new_probable,2014-08-12,Tonkolili,0
new_confirmed,2014-08-12,Tonkolili,0
cum_noncase,2014-08-12,Tonkolili,10
cum_suspected,2014-08-12,Tonkolili,0
cum_probable,2014-08-12,Tonkolili,0
cum_confirmed,2014-08-12,Tonkolili,2
death_suspected,2014-08-12,Tonkolili,0
death_probable,2014-08-12,Tonkolili,0
death_confirmed,2014-08-12,Tonkolili,0
cfr,2014-08-12,Tonkolili,0
etc_new_admission,2014-08-12,Tonkolili,
etc_currently_admitted,2014-08-12,Tonkolili,
etc_cum_admission,2014-08-12,Tonkolili,
etc_new_deaths,2014-08-12,Tonkolili,
etc_cum_deaths,2014-08-12,Tonkolili,
etc_new_discharges,2014-08-12,Tonkolili,
etc_cum_discharges,2014-08-12,Tonkolili,
cum_contacts,2014-08-12,Tonkolili,16
cum_completed_contacts,2014-08-12,Tonkolili,0
contacts_followed,2014-08-12,Tonkolili,11
new_contacts,2014-08-12,Tonkolili,5
contacts_healthy,2014-08-12,Tonkolili,11
contacts_ill,2014-08-12,Tonkolili,0
contacts_not_seen,2014-08-12,Tonkolili,0
new_completed_contacts,2014-08-12,Tonkolili,0
percent_seen,2014-08-12,Tonkolili,100%
population,2014-08-12,Western area,
new_noncase,2014-08-12,Western area,
new_suspected,2014-08-12,Western area,
new_probable,2014-08-12,Western area,
new_confirmed,2014-08-12,Western area,
cum_noncase,2014-08-12,Western area,
cum_suspected,2014-08-12,Western area,
cum_probable,2014-08-12,Western area,
cum_confirmed,2014-08-12,Western area,
death_suspected,2014-08-12,Western area,
death_probable,2014-08-12,Western area,
death_confirmed,2014-08-12,Western area,
cfr,2014-08-12,Western area,
etc_new_admission,2014-08-12,Western area,
etc_currently_admitted,2014-08-12,Western area,
etc_cum_admission,2014-08-12,Western area,
etc_new_deaths,2014-08-12,Western area,
etc_cum_deaths,2014-08-12,Western area,
etc_new_discharges,2014-08-12,Western area,
etc_cum_discharges,2014-08-12,Western area,
cum_contacts,2014-08-12,Western area,
cum_completed_contacts,2014-08-12,Western area,
contacts_followed,2014-08-12,Western area,
new_contacts,2014-08-12,Western area,
contacts_healthy,2014-08-12,Western area,
contacts_ill,2014-08-12,Western area,
contacts_not_seen,2014-08-12,Western area,
new_completed_contacts,2014-08-12,Western area,
percent_seen,2014-08-12,Western area,
population,2014-08-12,Western area rural,263619
new_noncase,2014-08-12,Western area rural,0
new_suspected,2014-08-12,Western area rural,0
new_probable,2014-08-12,Western area rural,0
new_confirmed,2014-08-12,Western area rural,0
cum_noncase,2014-08-12,Western area rural,5
cum_suspected,2014-08-12,Western area rural,0
cum_probable,2014-08-12,Western area rural,0
cum_confirmed,2014-08-12,Western area rural,1
death_suspected,2014-08-12,Western area rural,0
death_probable,2014-08-12,Western area rural,0
death_confirmed,2014-08-12,Western area rural,0
cfr,2014-08-12,Western area rural,0
etc_new_admission,2014-08-12,Western area rural,
etc_currently_admitted,2014-08-12,Western area rural,
etc_cum_admission,2014-08-12,Western area rural,
etc_new_deaths,2014-08-12,Western area rural,
etc_cum_deaths,2014-08-12,Western area rural,
etc_new_discharges,2014-08-12,Western area rural,
etc_cum_discharges,2014-08-12,Western area rural,
cum_contacts,2014-08-12,Western area rural,23
cum_completed_contacts,2014-08-12,Western area rural,0
contacts_followed,2014-08-12,Western area rural,23
new_contacts,2014-08-12,Western area rural,0
contacts_healthy,2014-08-12,Western area rural,23
contacts_ill,2014-08-12,Western area rural,0
contacts_not_seen,2014-08-12,Western area rural,0
new_completed_contacts,2014-08-12,Western area rural,0
percent_seen,2014-08-12,Western area rural,100%
population,2014-08-12,Western area urban,1040888
new_noncase,2014-08-12,Western area urban,0
new_suspected,2014-08-12,Western area urban,0
new_probable,2014-08-12,Western area urban,0
new_confirmed,2014-08-12,Western area urban,0
cum_noncase,2014-08-12,Western area urban,56
cum_suspected,2014-08-12,Western area urban,0
cum_probable,2014-08-12,Western area urban,1
cum_confirmed,2014-08-12,Western area urban,13
death_suspected,2014-08-12,Western area urban,1
death_probable,2014-08-12,Western area urban,1
death_confirmed,2014-08-12,Western area urban,2
cfr,2014-08-12,Western area urban,15.4
etc_new_admission,2014-08-12,Western area urban,
etc_currently_admitted,2014-08-12,Western area urban,
etc_cum_admission,2014-08-12,Western area urban,
etc_new_deaths,2014-08-12,Western area urban,
etc_cum_deaths,2014-08-12,Western area urban,
etc_new_discharges,2014-08-12,Western area urban,
etc_cum_discharges,2014-08-12,Western area urban,
cum_contacts,2014-08-12,Western area urban,390
cum_completed_contacts,2014-08-12,Western area urban,82
contacts_followed,2014-08-12,Western area urban,310
new_contacts,2014-08-12,Western area urban,25
contacts_healthy,2014-08-12,Western area urban,103
contacts_ill,2014-08-12,Western area urban,0
contacts_not_seen,2014-08-12,Western area urban,0
new_completed_contacts,2014-08-12,Western area urban,6
percent_seen,2014-08-12,Western area urban,101%
population,2014-08-13,34 Military Hospital,
new_noncase,2014-08-13,34 Military Hospital,
new_suspected,2014-08-13,34 Military Hospital,
new_probable,2014-08-13,34 Military Hospital,
new_confirmed,2014-08-13,34 Military Hospital,
cum_noncase,2014-08-13,34 Military Hospital,
cum_suspected,2014-08-13,34 Military Hospital,
cum_probable,2014-08-13,34 Military Hospital,
cum_confirmed,2014-08-13,34 Military Hospital,
death_suspected,2014-08-13,34 Military Hospital,
death_probable,2014-08-13,34 Military Hospital,
death_confirmed,2014-08-13,34 Military Hospital,
cfr,2014-08-13,34 Military Hospital,
etc_new_admission,2014-08-13,34 Military Hospital,
etc_currently_admitted,2014-08-13,34 Military Hospital,
etc_cum_admission,2014-08-13,34 Military Hospital,
etc_new_deaths,2014-08-13,34 Military Hospital,
etc_cum_deaths,2014-08-13,34 Military Hospital,
etc_new_discharges,2014-08-13,34 Military Hospital,
etc_cum_discharges,2014-08-13,34 Military Hospital,
cum_contacts,2014-08-13,34 Military Hospital,
cum_completed_contacts,2014-08-13,34 Military Hospital,
contacts_followed,2014-08-13,34 Military Hospital,
new_contacts,2014-08-13,34 Military Hospital,
contacts_healthy,2014-08-13,34 Military Hospital,
contacts_ill,2014-08-13,34 Military Hospital,
contacts_not_seen,2014-08-13,34 Military Hospital,
new_completed_contacts,2014-08-13,34 Military Hospital,
percent_seen,2014-08-13,34 Military Hospital,
population,2014-08-13,Bo,"654,142"
new_noncase,2014-08-13,Bo,3
new_suspected,2014-08-13,Bo,0
